,Avg Profits,Avg Net Points,Standard Deviation,Minimum Net Points,Maximum Net Points,Total Window Sum Profits,Total Window Sum Net Points
08:30:00,842.3913043478261,0.33695652173913043,1.8851749313076303,-3.3152173913043477,1.0,19375.0,7.75
09:00:00,2092.391304347826,0.8369565217391305,1.7960433287698458,-3.347826086956522,0.8043478260869565,48125.0,19.25
09:30:00,1875.0,0.75,1.6273519753221386,-2.6931818181818183,1.0113636363636365,41250.0,16.5
10:00:00,-434.7826086956522,-0.17391304347826086,1.730477453924378,-2.641304347826087,0.9891304347826086,-10000.0,-4.0
10:30:00,3096.590909090909,1.2386363636363635,1.4383524046038094,-2.0113636363636362,1.0,68125.0,27.25
11:00:00,85.22727272727273,0.03409090909090909,1.6673327632471935,-2.352272727272727,0.8863636363636364,1875.0,0.75
11:30:00,597.8260869565217,0.2391304347826087,1.7310346578964362,-2.489130434782609,0.9782608695652174,13750.0,5.5
12:00:00,454.54545454545456,0.18181818181818182,1.5987619000157118,-2.102272727272727,1.0,10000.0,4.0
12:30:00,3664.7727272727275,1.4659090909090908,1.377960527192428,-1.9431818181818181,1.0,80625.0,32.25
13:00:00,-2073.8636363636365,-0.8295454545454546,1.637689848198676,-2.602272727272727,0.7386363636363636,-45625.0,-18.25
13:30:00,4204.545454545455,1.6818181818181819,1.3537074529561524,-2.0795454545454546,1.0113636363636365,92500.0,37.0
14:00:00,3721.590909090909,1.4886363636363635,1.2301909616823157,-1.5113636363636365,1.0,81875.0,32.75
14:30:00,1051.1363636363637,0.42045454545454547,1.495592582026764,-2.7386363636363638,0.6931818181818182,23125.0,9.25
15:00:00,953.9473684210526,0.3815789473684211,0.9393659710637484,-0.5789473684210527,0.618421052631579,18125.0,7.25
